"id_unique","bi08_no","bi08_text","bi08c","bi08d_a","bi08d_b","bi08d_c","bi08d_d","wgt"
"S33_88",1,"RETAIL OF HOME APPLIANCES, PLATES, SPOONS, BOWL",3,0,0,1,1,3338
"S34_21",1,"SELLING SWEETENED ",1,0,0,0,0,5449
"S34_21",2,"SELLING CHICKEN IN A MARKET",1,0,0,1,1,5449
"S34_23",1,"RUBBER PLANTATION",3,0,0,1,1,5449
"S34_36",1,"COFFEE PLANTATION",3,0,2,1,3,5449
"S34_36",3,"PIG FARMING",3,0,0,1,1,5449
"S34_36",2,"TOMATO AGRICULTURE",3,0,2,1,3,5449
"S34_57",1,"MIDDLEMAN OF FARMLAND TRADING",3,0,2,0,2,5449
"S34_57",2,"GOAT FARMING",3,0,0,1,1,5449
"S34_62",1,"RUBBER PLANTATION",3,0,2,3,5,5449
"S34_8",1,"RUBBER PLANTATION",3,0,0,0,0,5449
"S34_80",1,"RETAIL OF COFFEE AND JENGKOL FROM HOME",3,0,2,0,2,5449
"S34_80",2,"COFFEE PLANTATION",3,0,4,0,4,5449
"S34_92",1,"PADDY AGRICULTURE",3,0,30,0,30,5449
"S35_11",1,"PALM OIL PLANTATION",3,0,3,1,4,4741
"S35_12",1,"ONLINE CLOTHES STORE",3,0,0,0,0,4741
"S35_18",2,"HOUSE RENT FOR KOS",3,0,0,0,0,4741
"S35_18",1,"LPG HOME STATION",3,0,0,3,3,4741
"S35_26",1,"PALM OIL PLANTATION",3,0,2,0,2,4741
"S35_35",1,"CATTLE FARMING",3,0,0,1,1,4741
"S35_37",1,"KIOSK SERVING AIRTIME TOPUP ",3,0,0,2,2,4741
"S35_41",1,"GOAT FARMING",3,0,0,1,1,4741
"S35_46",1,"WHOLESALE OF OIL PALM PLANTATION",3,0,0,1,1,4741
"S35_49",1,"FOOD STALL",3,0,0,1,1,4741
"S35_52",1,"SEWING CLOTHES SERVICE",3,1,0,0,1,4741
"S35_81",1,"ELECTRONIC STORE ""SALZA""",3,0,0,2,2,4741
"S36_1",1,"PUBLIC TRANSPORTATION SERVICES FOR GOODS",3,0,0,0,0,5823
"S36_11",1,"PUBLIC TRANSPORTATION SERVICE",3,4,0,0,4,5823
"S36_13",1,"RETAIL OF CLOTHES IN A KIOSK NEXT TO THE MEATBALLS AND CHICKEN NOODLES KIOSK",3,1,0,1,2,5823
"S36_16",1,"PALM OIL PLANTATION",3,1,1,0,2,5823
"S36_20",2,"QUAIL LIVESTOCK BUSINESS",3,0,0,1,1,5823
"S36_20",1,"RUBBER TREES PLANTATION",3,0,0,1,1,5823
"S36_36",2,"PADDY AGRICULTURE",2,0,13,0,13,5823
"S36_36",1,"BAKERY OF BOLU ""3 MUARA"" SOLD TO STALLS",3,1,0,2,3,5823
"S36_39",1,"AIR TIME TOP UP STALL",3,0,0,1,1,5823
"S36_41",1,"PALM OIL PLANTATION",3,0,1,0,1,5823
"S36_67",1,"PALM OIL PLANTATION",3,0,2,0,2,5823
"S36_8",1,"CORN AGRICULTURE",3,0,0,2,2,5823
"S37_120",1,"PALM OIL PLANTATION",1,0,1,1,2,5716
"S37_135",1,"RETAIL OF SALT WATER FISH IN THE DOCKS",3,0,0,0,0,5716
"S37_1361",1,"PRODUCTION AND SELLING OF CRISPS",3,0,0,0,0,5716
"S37_1361",2,"COFFEE PLANTATION",3,0,1,1,2,5716
"S37_1368",1,"MAKE UP AND BRIDAL SERVICE",3,0,1,0,1,5716
"S37_140",1,"ELECTRONIC EQUIPMENTS REPAIRMENT SERVICES",1,0,0,0,0,5716
"S37_143",1,"SELLING LPG",3,0,0,1,1,5716
"S37_156",1,"RETAIL OF RIVER SAND IN FRON OF THE HOUSE",1,0,0,0,0,5716
"S37_164",1,"PADDY AGRICULTURE",1,0,5,0,5,5716
"S37_165",1,"HOSTEL",1,0,0,2,2,5716
"S37_165",3,"RETAIL OF KEROSINE AT HOME",1,0,0,2,2,5716
"S37_165",2,"REFILL DRINKING WATER SERVICE",1,0,0,2,2,5716
"S37_170",1,"RUBBER PLANTATION",3,0,0,0,0,5716
"S37_2",1,"FOOD STALL VIA ONLINE",3,0,2,0,2,5716
"S37_205",1,"PRODUCTION OF ROOF FROM NIPAH LEAF",3,0,0,0,0,5716
"S37_210",1,"SELLING SWEETENED",1,0,0,0,0,5716
"S37_223",1,"BROWN SUGAR PRODUCTION",3,0,1,0,1,5716
"S37_223",2,"PRODUCTION OF TART CAKE",1,0,0,1,1,5716
"S37_234",1,"PALM OIL PLANTATION",1,4,0,0,4,5716
"S37_237",1,"AIRTIME TOPUP COUNTER",3,0,0,1,1,5716
"S37_238",1,"PADDY AGRICULTURE",1,2,0,0,2,5716
"S37_238",2,"CASSAVA PLANTATION",1,0,7,0,7,5716
"S37_238",3,"RETAIL OF CUPBOARD MADE BY ORDER",1,0,0,0,0,5716
"S37_240",1,"RUBBER PLANTATION",3,0,0,1,1,5716
"S37_29",1,"HOUSE FOR RENTAL",1,0,0,0,0,5716
"S37_301",1,"RUBBER PLANTATION",3,0,0,0,0,5716
"S37_321",2,"RUBBER TREES PLANTATION",1,0,0,0,0,5716
"S37_321",1,"GROCERIES STORE ",3,0,0,2,2,5716
"S37_328",1,"CANDLE NUT PLANTATION",3,0,0,4,4,5716
"S37_340",1,"CAT FISH CULTIVATION",3,0,0,1,1,5716
"S37_361",1,"PADDY AGRICULTURE",1,0,0,0,0,5716
"S37_387",1,"FOOD STALL OF FRIED FOODS: BAKWAN, RISOLES, FRIED BANANA, ETC IN KIOSK ",3,0,0,2,2,5716
"S37_450",1,"RETAIL OF HERBAL DRINKS VIA ONLINE",3,0,0,0,0,5716
"S37_46",1,"CATTLE FARMING",3,0,0,0,0,5716
"S37_50",1,"FOOD STALL FOR BREAKFAST",1,1,0,0,1,5716
"S37_65",1,"NILA FISH CULTIVATION",3,0,0,0,0,5716
"S37_70",1,"FOOD STALL SERVING CHICEKN NOODLE ",3,0,0,2,2,5716
"S37_74",1,"RETAIL OF CLOTHES VIA ONLINE",3,0,0,0,0,5716
"S38_103",2,"PINANG TREES PLANTATION",3,0,4,0,4,6340
"S38_103",1,"COCONUT PLANTATION",3,0,2,0,2,6340
"S38_11",1,"PADDY AGRICULTURE",2,0,4,0,4,6340
"S38_112",1,"PADDY AGRICULTURE",3,0,4,1,5,6340
"S38_112",2,"BEAN AGRICULTTURE",3,0,0,1,1,6340
"S38_118",1,"FISH CULTIVATION IN A POND",3,0,3,0,3,6340
"S38_128",2,"GOAT FARMING",3,0,0,0,0,6340
"S38_128",1,"CASSAVA AGRICULTURE",3,0,10,0,10,6340
"S38_132",1,"PALM OIL PLANTATION",3,0,2,0,2,6340
"S38_139",1,"SELLING STEEL FRAME",3,3,0,0,3,6340
"S38_140",1,"CAR RENT SERVICE",3,0,0,0,0,6340
"S38_157",1,"RUBBER PLANTATION",3,0,0,0,0,6340
"S38_170",1,"MAS FISH CULTIVATION",3,0,2,1,3,6340
"S38_188",2,"PALM OIL PLANTATION",3,0,1,1,2,6340
"S38_188",1,"RETAIL OF SEMBAKO",3,0,0,2,2,6340
"S38_197",1,"GINGER PLANTATION",3,0,3,2,5,6340
"S38_197",2,"GROCERIES STALL",3,0,0,2,2,6340
"S38_204",1,"HOUSE RENT SERVICE",3,0,0,0,0,6340
"S38_213",1,"GOAT FARMING",3,0,0,0,0,6340
"S38_254",3,"CORN AGRICULTURE",3,0,2,0,2,6340
"S38_254",1,"PADDY AGRICULTURE",3,0,3,2,5,6340
"S38_254",2,"CASSAVA PLANTATION",3,0,0,2,2,6340
"S38_255",1,"CHICKEN FARMING",3,0,0,1,1,6340
"S38_259",1,"PADDY AGRICULTURE",3,0,2,5,7,6340
"S38_263",1,"GROCERIES STORE ",3,0,0,1,1,6340
"S38_271",1,"PUBLIC TRANSPORTATION SERVICE FOR PASSANGER",3,0,0,0,0,6340
"S38_277",1,"PALM OIL PLANTATION",3,0,0,0,0,6340
"S38_285",1,"RUBBER PLANTATION",3,0,0,0,0,6340
"S38_292",1,"DUCK FARMING",3,0,0,0,0,6340
"S38_295",1,"PALM OIL PLANTATION",3,0,0,0,0,6340
"S38_296",1,"GOAT FARMING",3,0,0,0,0,6340
"S38_296",2,"CHILI AGRICULTURE",3,0,0,3,3,6340
"S38_297",1,"PALM OIL PLANTATION",3,0,0,0,0,6340
"S38_298",1,"RETAIL OF CLOTHES AT HOME",3,0,0,1,1,6340
"S38_305",1,"CATTLE FARMING",3,0,0,0,0,6340
"S38_316",1,"A WHOLESALE OF FRUITS",3,6,5,1,12,6340
"S38_330",1,"PALM OIL PLANTATION",3,0,0,0,0,6340
"S38_334",1,"GROCERIES STORE ",3,0,0,2,2,6340
"S38_334",2,"GOAT FARMING",3,0,0,2,2,6340
"S38_344",1,"SELLING ELECTRICITY TOP UP ",3,0,0,0,0,6340
"S38_355",2,"FOOD STALL SELLING OF MARTABAK",3,0,0,0,0,6340
"S38_355",3,"FOOD STALL OF CHOCOLATE BANANAS",3,0,0,0,0,6340
"S38_355",1,"FOOD STALL SELLING FRIED FOODS",3,0,0,0,0,6340
"S38_360",1,"STREET SELLING OF ""CILOK"" ",3,0,0,0,0,6340
"S38_372",2,"CORK FISH CULTIVATION",3,0,0,0,0,6340
"S38_372",1,"DUCK FARMING",3,0,0,3,3,6340
"S38_398",1,"FOOD STALL",3,0,0,1,1,6340
"S38_4",1,"MEDICAL CLINIC ""BACHTIAR""",3,0,0,1,1,6340
"S38_401",2,"CORN AGRICULTURE",3,0,10,0,10,6340
"S38_401",1,"CASSAVA PLANTATION",3,0,10,0,10,6340
"S38_406",1,"PALM OIL PLANTATION",3,8,0,0,8,6340
"S38_407",1,"PRIVATE EDUCATION PROVIDER",3,2,0,0,2,6340
"S38_411",1,"PALM OIL PLANTATION",3,0,0,0,0,6340
"S38_412",1,"RUBBER PLANTATION",3,0,0,0,0,6340
"S38_415",1,"RUBBER PLANTATION",3,0,0,0,0,6340
"S38_426",1,"PALM OIL PLANTATION",2,26,0,0,26,6340
"S38_449",1,"PADDY AGRICULTURE",3,0,4,0,4,6340
"S38_452",2,"PADDY AGRICULTURE",3,0,20,0,20,6340
"S38_452",1,"""3 TUJERA"" LPG AGENT",3,0,0,1,1,6340
"S38_463",2,"FOOD STALL SELLING MARTABAK IN A KIOSK",3,0,0,1,1,6340
"S38_463",1,"RUBBER SAP TRADER",3,0,0,0,0,6340
"S38_472",1,"CASSAVA PLANTATION",3,0,0,0,0,6340
"S38_473",1,"CORN AGRICULTURE",3,0,0,0,0,6340
"S38_478",3,"DURIAN PLANTATION",3,0,0,0,0,6340
"S38_478",1,"CHICKEN FARMING",3,0,0,0,0,6340
"S38_478",2,"RUBBER TREES PLANTATION",3,0,0,0,0,6340
"S38_497",1,"WEDDING ORGANIZER SERVICE ",3,4,0,1,5,6340
"S38_498",2,"RUBBER TREES PLANTATION",3,0,2,0,2,6340
"S38_498",1,"PALM OIL PLANTATION",3,0,2,0,2,6340
"S38_504",2,"PADDY AGRICULTURE",3,0,10,0,10,6340
"S38_504",1,"CASSAVA PLANTATION",3,0,6,0,6,6340
"S38_511",1,"RUBBER TREES PLANTATION",3,0,0,0,0,6340
"S38_511",2,"PADDY AGRICULTURE",3,0,6,0,6,6340
"S38_515",1,"AREN TREE PLANTATION",3,0,0,0,0,6340
"S38_516",1,"PADDY AGRICULTURE",3,0,14,2,16,6340
"S38_520",1,"PALM OIL PLANTATION",3,0,2,2,4,6340
"S38_522",1,"PALM OIL PLANTATION",2,0,2,2,4,6340
"S38_545",1,"TRAVEL AGENT",3,0,0,0,0,6340
"S38_553",1,"SELLING SPICIES",3,1,0,0,1,6340
"S38_572",1,"GRAPE PLANTATION",3,3,4,2,9,6340
"S38_572",2,"PALM OIL PLANTATION",3,0,4,0,4,6340
"S38_577",2,"CATTLE FARMING",3,0,0,1,1,6340
"S38_577",1,"BRICKS PRODUCTION",3,0,2,1,3,6340
"S38_581",1,"PADDY AGRICULTURE",3,0,7,0,7,6340
"S38_581",2,"GOAT FARMING",3,0,0,2,2,6340
"S38_6",1,"BATAKO PRODUCTION",3,1,0,0,1,6340
"S38_604",2,"PADDY AGRICULTURE",3,0,0,0,0,6340
"S38_604",1,"PALM OIL PLANTATION",3,0,6,0,6,6340
"S38_612",1,"CHICKEN FARMING",3,0,0,0,0,6340
"S38_64",1,"PADDY AGRICULTURE",3,0,15,0,15,6340
"S38_64",2,"CATTLE FARMING",3,0,0,1,1,6340
"S38_71",2,"BRICKS PRODUCTION",3,2,0,0,2,6340
"S38_71",1,"PALM OIL PLANTATION",3,0,2,0,2,6340
"S38_79",1,"GOAT FARMING",3,0,0,0,0,6340
"S38_81",1,"CHILI AGRICULTURE",3,2,0,0,2,6340
"S38_86",1,"GROCERIES STALL",3,0,0,1,1,6340
"S38_88",1,"AGRICULTURE INPUTS STORE ",3,0,0,0,0,6340
"S38_89",1,"CLOTHES STORE",3,1,0,0,1,6340
"S38_96",1,"RUBBER PLANTATION",3,0,0,0,0,6340
"S39_112",1,"GROCERIES STORE ",3,3,3,0,6,457
"S39_112",2,"CACAO PROCESSING BUSINESS",3,2,2,0,4,457
"S39_18",1,"BRI LINK AGENT",1,5,0,0,5,457
"S39_18",2,"STREET SELLING OF SWEETENED ",1,1,0,0,1,457
"S39_31",1,"COCOA PLANTATION",3,0,0,2,2,457
"S39_4",1,"HOME INDUSTRY LEATHER JACKET PRODUCTION",3,5,0,0,5,457
"S39_49",1,"PADDY AGRICULTURE",1,0,0,0,0,457
"S39_53",1,"PADDY AGRICULTURE",2,0,0,3,3,457
"S39_62",2,"PALM OIL PLANTATION",1,2,0,1,3,457
"S39_62",1,"CATTLE FARMING",3,1,0,1,2,457
"S39_8",1,"GROCERIES STORE (SEMBAKO) ""RUMAH PANGAN KITA""",3,0,0,2,2,457
"S39_96",1,"FOOD STALL",3,0,2,0,2,457
"S3_121",2,"HOUSE RENT SERVICE",3,0,0,0,0,5884
"S3_121",1,"GROCERIES STORE ",3,1,0,0,1,5884
"S3_13",1,"RETAIL OF ELECTRONIC EQUIPMENTS BY CREDIT OR CASH BY ORDER",1,0,0,1,1,5884
"S3_173",1,"CAKE PRODUCTION AND SELLING",3,0,0,0,0,5884
"S3_227",1,"ONLINE CLOTHES STORE",3,0,0,0,0,5884
"S3_26",1,"PADDY AGRICULTURE",3,0,15,0,15,5884
"S3_268",1,"RETAIL OF ELECTRONIC EQUIPMENTS: FAN, TV, MAGIC COM ",3,1,0,0,1,5884
"S3_283",1,"FOOD STALL",3,0,0,0,0,5884
"S3_308",1,"RETAIL OF PALAWIJA AND CLOVE ",1,0,0,0,0,5884
"S3_311",1,"PADDY AGRICULTURE",3,0,10,1,11,5884
"S3_405",1,"SELLING ELECTRONIC EQUIPMENTS AND HOME APPLIANCES VIA ONLINE",3,0,0,1,1,5884
"S3_49",1,"SELLING BIRD'S CAGE",1,0,0,1,1,5884
"S3_562",1,"STORE RENT BUSINESS",3,0,0,1,1,5884
"S3_63",2,"PRODUCTION OF CRISPS",3,0,0,0,0,5884
"S3_63",1,"RETAIL OF CLOTHES AT MARKET",3,0,0,0,0,5884
"S40_20",1,"GROCERIES STORE ",3,0,0,2,2,1112
"S40_24",1,"UMRAH TRAVEL AGENT ""HASANAH""",3,0,0,0,0,1112
"S40_4",1,"BAKERY SERVICES BY ORDER",3,0,0,2,2,1112
"S40_44",1,"GOAT FARMING",3,0,0,2,2,1112
"S40_45",1,"CHICKEN FARMING",3,1,2,0,3,1112
"S40_6",1,"VEGETABLES AGRICULTURE",1,6,12,0,18,1112
"S40_60",2,"TRADING BANANA FROM TRADERS TO RETAILER",3,1,0,0,1,1112
"S40_60",1,"TOFU PRODUCTION BUSINESS",3,0,0,1,1,1112
"S40_72",1,"SELLING FRUITS VIA ONLINE",3,0,0,1,1,1112
"S40_82",1,"CASSAVA PLANTATION",1,1,0,0,1,1112
"S4_101",1,"GOAT SELLING IN A MARKET",3,0,1,0,1,5903
"S4_108",1,"PUBLIC TRANSPORTATION SERVICES",3,5,0,0,5,5903
"S4_127",1,"FRESH WATER FISH CULTIVATION",3,0,20,2,22,5903
"S4_20",1,"TRUCK TRANSPORTATION RENT SERVICE",1,2,2,0,4,5903
"S4_213",1,"HOUSE RENT SERVICE",3,0,0,0,0,5903
"S4_219",1,"PRODUCTION OF ADS IN A FORM OF VIDEO OR PICTURE",3,4,15,0,19,5903
"S4_248",1,"PADDY AGRICULTURE",3,0,5,10,15,5903
"S4_283",2,"PADDY AGRICULTURE",3,0,5,1,6,5903
"S4_283",1,"CHICKEN FARMING",3,0,0,1,1,5903
"S4_307",1,"IRON WELDING WORKSHOP",3,0,2,0,2,5903
"S4_31",1,"HOUSE RENT FOR KOS",3,0,0,2,2,5903
"S4_38",1,"BANANA AND CASSAVA PLANTATION",3,0,1,0,1,5903
"S4_42",1,"SERVICE OF BROKEN LAMP",1,0,0,0,0,5903
"S4_44",2,"GROCERIES STORE",1,0,0,1,1,5903
"S4_44",1,"PADDY AGRICULTURE",3,0,4,0,4,5903
"S4_580",1,"GUAVA AGRICULTURE",1,0,0,0,0,5903
"S4_610",1,"CATTLE FARMING",1,0,0,2,2,5903
"S5_1042",1,"PADDY AGRICULTURE",1,0,20,1,21,7192
"S5_1044",1,"ONLINE CLOTHES STORE",1,0,0,0,0,7192
"S5_105",1,"PADDY AGRICULTURE",3,0,24,1,25,7192
"S5_1110",1,"RETAIL OF CHICKEN IN A MARKET",3,0,0,1,1,7192
"S5_1135",1,"FOOD STALL SELLING CHICKEN PORRIDGE",3,0,0,1,1,7192
"S5_1182",1,"RETAIL OF ELECTRONIC EQUIPMENTS: HANDPHONE, TV, REFRIGERATOR BY ORDER BY CREDIT",3,0,0,0,0,7192
"S5_1197",1,"STREET SELLING OF ""CILOK"" ",3,0,2,2,4,7192
"S5_1235",1,"SELLING BOOT AND HELMET VIA ONLINE ""ONLINE SHOP ALYSAFETY""",2,0,0,2,2,7192
"S5_1306",1,"CATTLE FARMING",3,0,0,0,0,7192
"S5_1316",1,"GROCERIES STORE ",3,0,0,2,2,7192
"S5_1366",1,"FOOD STALL ""NASI RAMES DAN NASI BUNGKUS""",3,0,2,1,3,7192
"S5_1381",2,"SELLING ELECTRICITY AND AIRTIME TOCKEN",3,0,0,0,0,7192
"S5_1381",1,"SELLING ""CLEO"" MINERAL WATER ",3,0,0,2,2,7192
"S5_1385",1,"AIRTIME TOPUP COUNTER",3,0,0,2,2,7192
"S5_1385",2,"SEWING SERVICE FOR CLOTHES",3,1,0,1,2,7192
"S5_1413",1,"PADDY AND CORN AGRICULTURE",3,0,100,0,100,7192
"S5_1478",1,"CORN TREES TRADING (TEBON) FOR CATTLE FEEDS",3,0,1,0,1,7192
"S5_149",1,"CHICKEN FARMING",3,0,1,1,2,7192
"S5_1504",1,"ADULT CLOTHES SELLING AND SNACKS: CILOK, TEMPURA, CIRENG VIA ONLINE AND OFFLINE",3,0,0,0,0,7192
"S5_153",1,"CATTLE FARMING",3,0,0,0,0,7192
"S5_1574",1,"BAKERY""RINSTA CAKE""",3,0,1,1,2,7192
"S5_1577",1,"SELLING ""INOAC"" FOAM VIA ONLINE",3,0,0,0,0,7192
"S5_1577",2,"PRODUCTION AND SELLING OF SALT EGG CRACKERS, BANANA CRISPS, AND TEMPE CRISPS",3,0,0,0,0,7192
"S5_1597",1,"PADDY AGRICULTURE",1,19,0,1,20,7192
"S5_1640",1,"SEWING FOR CLOTHES SERVICE FOR SCHOOL UNIFORM, FOR FEMALE AND KIDS",3,0,0,0,0,7192
"S5_1646",1,"GROCERIES STORE ",3,0,0,1,1,7192
"S5_1709",1,"GROCERIES STORE ",3,0,0,1,1,7192
"S5_1714",1,"DECORATIVE PLANTS TRADING",3,0,0,1,1,7192
"S5_1729",1,"CATTLE FARMING",3,0,0,1,1,7192
"S5_1771",1,"DECORATION RENT SERVICE FOR WEDDING EVENTS",3,1,3,2,6,7192
"S5_1902",1,"TRANSPORTATION SERVICE FOR AGRICULTURE CROPS: SHALLOTS, CHILI, PADDY, CORN, USING PICK UP VEHICLE",3,0,0,1,1,7192
"S5_191",3,"SELLING SPRINGBED ""INOAC""",3,0,0,0,0,7192
"S5_191",2,"CATERING SERVICE ""MBOKETHEBIL""",3,0,0,0,0,7192
"S5_191",1,"FOOD STALL SELLING RICE BOX ""SEGO BERKAT MBOKETHEBIL""",3,4,2,0,6,7192
"S5_1919",1,"CATERING WULAN SNACK (SELLING SNACKS: CRISPS, TRADITIONAL CAKES: RISOLES, PASTEL)",3,1,1,1,3,7192
"S5_1991",2,"PADDY AGRICULTURE",2,4,0,4,8,7192
"S5_1991",1,"CHILI AGRICULTURE",2,0,0,4,4,7192
"S5_207",1,"GROCERIES STORE",3,0,0,1,1,7192
"S5_21",1,"STREET SELLING OF CLOTHES",3,0,0,1,1,7192
"S5_2174",1,"LAUNDRY SERVICE ""CAHAYA INDAH""",3,0,0,0,0,7192
"S5_2211",1,"STREET SELLING GORDYN",3,0,0,1,1,7192
"S5_2395",1,"PADDY AGRICULTURE",1,13,0,1,14,7192
"S5_244",1,"TEMPE PRODUCTION",1,0,0,1,1,7192
"S5_250",1,"CATERING SERVICE BY ORDER",1,0,4,2,6,7192
"S5_251",1,"MANUFACTURE OF LEATHER BAG",3,0,0,1,1,7192
"S5_2613",2,"SUGAR CANE AGRICULTURE",3,0,2,1,3,7192
"S5_2613",1,"PADDY AGRICULTURE",3,0,2,1,3,7192
"S5_2741",1,"SENGON WOOD MAINTENANCE SERVICE",3,0,5,1,6,7192
"S5_2741",2,"COFFEE PLANTATION",3,0,2,2,4,7192
"S5_2748",1,"STREET SEELING OF FRIED TOFU ",3,2,0,1,3,7192
"S5_279",1,"GROCERIES STALL AND VEGETABLES",1,0,0,1,1,7192
"S5_2965",1,"SELLING SNACKS IN SCHOOL CANTEEN",3,0,0,1,1,7192
"S5_30",1,"COFFEE SHOP",3,0,0,1,1,7192
"S5_3003",1,"PRODUCTION OF CRACKERS",3,6,2,0,8,7192
"S5_3022",1,"PADDY AGRICULTURE",3,0,17,2,19,7192
"S5_316",1,"STREET SELLING OF CRACKERS",3,0,0,1,1,7192
"S5_3206",2,"GROCERIES STORE",2,0,0,0,0,7192
"S5_3206",1,"CHICKEN FARMING",2,2,0,0,2,7192
"S5_3206",3,"MILLING SERVICE OF PADDY",2,0,2,0,2,7192
"S5_332",1,"PRODUCTION AND SELLING OF MEAT TOFU",1,0,0,1,1,7192
"S5_3406",1,"CATERING SERVICE",3,0,2,0,2,7192
"S5_376",1,"CATTLE FARMING",3,0,0,0,0,7192
"S5_385",1,"TRADITIONAL CLOTHES RENTAL SERVICE",3,0,0,0,0,7192
"S5_405",1,"CATERING SERVICE BY ORDER",3,0,0,1,1,7192
"S5_428",1,"SELLING BEVERAGES ",3,0,0,1,1,7192
"S5_438",1,"FATTENNING CATTLE BUSINESS",1,0,0,1,1,7192
"S5_450",1,"CATTLE FARMING",1,0,0,1,1,7192
"S5_463",1,"PADDY AGRICULTURE",1,0,9,2,11,7192
"S5_530",1,"FOOD STALL SELLING SEBLAK, SOSSIS, TEMPURA",1,0,0,3,3,7192
"S5_533",1,"PRODUCTION OF FRIED SHALLOTS SOLD TO THE MARKET",3,0,1,1,2,7192
"S5_54",1,"BULL FARMING",1,1,0,0,1,7192
"S5_547",2,"CORN AGRICULTURE",3,0,12,1,13,7192
"S5_547",1,"PADDY AGRICULTURE",3,0,22,1,23,7192
"S5_552",1,"HOME GASOLINE STATION (POM MINI)",3,0,0,2,2,7192
"S5_58",1,"PADDY AGRICULTURE",3,0,10,1,11,7192
"S5_598",1,"MINERAL WATER STORE ""AQUA HOME SERVICE""",3,0,2,0,2,7192
"S5_598",2,"PRODUCTION AND SELLING OF SALT EGGS",3,0,0,1,1,7192
"S5_601",1,"SEWING SERVICES FOR KEBAYA",3,0,0,0,0,7192
"S5_616",1,"CATERING SERVICE",3,1,1,2,4,7192
"S5_621",1,"SELLING CLOTHES VIA ONLINE",3,0,0,1,1,7192
"S5_623",1,"SELLING HOME APPLIANCES",3,0,0,0,0,7192
"S5_644",1,"FOOD STALL ""SEDERHANA""",1,0,0,1,1,7192
"S5_654",1,"BAKERY (DONUT, BOLU CAKE, TART CAKE, ETC)",3,0,0,2,2,7192
"S5_673",1,"SELLING BAG AND PARFUME VIA ONLINE",3,0,0,0,0,7192
"S5_680",1,"FAST FOOD STALL",3,1,0,0,1,7192
"S5_680",2,"FOOD STALL OF SATAY",3,1,0,0,1,7192
"S5_726",1,"TRADING OF USED ELECTRONIC EQUIPMENTS: TV, FAN, VCD AT HOME",1,0,0,0,0,7192
"S5_733",1,"WHOLESALE OF PALAWIJA, SUCH AS BEANS, CORN",1,0,1,1,2,7192
"S5_736",1,"TRADING VEGETABLES: PETAI, MELINJO, TEMU LAWAK IN THE MARKET",1,0,0,0,0,7192
"S5_746",1,"RETAIL OF STOVE'S ACCESSORIES: PIPE  ",3,0,0,0,0,7192
"S5_765",1,"BUSINESS ON TEAK WOOD ",3,0,4,1,5,7192
"S5_765",2,"RETAIL OF CHICKEN, DUCK, AND MEATS VIA ONLINE",3,0,0,0,0,7192
"S5_806",1,"CRACKERS SUPPLIER TO FOOD STALLS",3,0,0,2,2,7192
"S5_829",1,"CATERING SERVICE",3,0,2,4,6,7192
"S5_836",1,"HANDY TALKY (HT) REPAIRMENT SERVICE",3,0,0,0,0,7192
"S5_840",1,"COFFEE SHOP",1,0,0,1,1,7192
"S5_855",2,"FOOD STALL SELLING FOOD AND BEVERAGES",1,0,0,1,1,7192
"S5_855",1,"WHOLESALE OF CLOVES (TRADER)",1,0,0,1,1,7192
"S5_872",1,"AIRTIME TOPUP COUNTER ""RAJAWALI CELL""",3,1,0,0,1,7192
"S5_872",2,"LAUNDRY SERVICE ""LAUNDRY QUEEN""",3,2,0,0,2,7192
"S5_872",3,"CATERING SERVICE ""CATERING QUEEN FOOD""",3,1,2,0,3,7192
"S5_876",1,"ICE CUBE PRODUCTION",3,0,0,0,0,7192
"S5_88",1,"BEVERAGES STALL",1,0,0,1,1,7192
"S5_898",1,"FOOD STALL ""IBU NANIK""",3,0,1,2,3,7192
"S5_924",1,"""VANAME"" SHRIMP CULTIVATION",3,0,1,1,2,7192
"S5_972",1,"PRODUCTION OF TRADITIONAL CAKES SOLD TO STALLS",3,0,2,2,4,7192
"S5_988",2,"PRODUCTION OF WEAVEN SAROONG",2,0,0,0,0,7192
"S5_988",3,"ONLINE COSMETICS SELLING",3,0,0,1,1,7192
"S5_988",1,"SHALLOTS AGRICULTURE",2,0,0,1,1,7192
"S5_995",1,"PRODUCTION AND SELLING CHOCO CHIP ""CUWI""",3,0,0,0,0,7192
"S6_1057",1,"PADDY AGRICULTURE",3,0,4,1,5,13170
"S6_1149",1,"WELDING WORKSHOP",3,0,1,0,1,13170
"S6_1160",1,"MEUBELER",3,0,1,0,1,13170
"S6_1179",1,"PADDY AND CORN AGRICULTURE",3,0,0,1,1,13170
"S6_1184",1,"FOOD STALL",3,0,0,1,1,13170
"S6_1203",1,"SELLING MARTABAK IN A KIOSK",1,0,0,1,1,13170
"S6_1207",1,"QUAIL FARMING",3,0,0,3,3,13170
"S6_1210",1,"PACKING ENGINE REPAIRMENT SERVICES",1,0,0,0,0,13170
"S6_122",1,"RETAIL OF SNACK VIA ONLINE",1,0,0,0,0,13170
"S6_1221",1,"ELECTRONIC EQUIPMENTS REPAIRMENT SERVICES",3,0,2,0,2,13170
"S6_1228",1,"CAT FISH CULTIVATION",3,0,0,2,2,13170
"S6_125",1,"TRAVEL AGENT",1,2,0,0,2,13170
"S6_1319",2,"MASSAGE SERVICE",1,0,0,0,0,13170
"S6_1319",1,"PADDY AGRICULTURE",3,0,2,0,2,13170
